code|name|category|featured
SP.REG.DTHS.ZS|Completeness of death registration with cause-of-death information (%)|Health|TRUE
SH.CON.1524.FE.ZS|Condom use, population ages 15-24, female (% of females ages 15-24)|Health|FALSE
SH.CON.1524.MA.ZS|Condom use, population ages 15-24, male (% of males ages 15-24)|Health|FALSE
SN.ITK.SALT.ZS|Consumption of iodized salt (% of households)|Health|FALSE
SP.DYN.CONU.ZS|Contraceptive prevalence, any method (% of married women ages 15-49)|Health|TRUE
SP.DYN.CONM.ZS|Contraceptive prevalence, any modern method (% of married women ages 15-49)|Health|FALSE
SH.XPD.CHEX.GD.ZS|Current health expenditure (% of GDP)|Health|FALSE
SH.XPD.CHEX.PC.CD|Current health expenditure per capita (current US$)|Health|FALSE
SH.XPD.CHEX.PP.CD|Current health expenditure per capita, PPP (current international $)|Health|FALSE
SP.DYN.CDRT.IN|Death rate, crude (per 1,000 people)|Health|TRUE
SH.FPL.SATM.ZS|Demand for family planning satisfied by modern methods (% of married women with demand for family planning)|Health|FALSE
SH.STA.DIAB.ZS|Diabetes prevalence (% of population ages 20 to 79)|Health|TRUE
SH.STA.ORCF.ZS|Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)|Health|FALSE
SH.STA.ORTH|Diarrhea treatment (% of children under 5 who received ORS packet)|Health|FALSE
SH.XPD.GHED.GD.ZS|Domestic general government health expenditure (% of GDP)|Health|FALSE
SH.XPD.GHED.CH.ZS|Domestic general government health expenditure (% of current health expenditure)|Health|FALSE
SH.XPD.GHED.GE.ZS|Domestic general government health expenditure (% of general government expenditure)|Health|FALSE
SH.XPD.GHED.PC.CD|Domestic general government health expenditure per capita (current US$)|Health|FALSE
SH.XPD.GHED.PP.CD|Domestic general government health expenditure per capita, PPP (current international $)|Health|FALSE
SH.XPD.PVTD.CH.ZS|Domestic private health expenditure (% of current health expenditure)|Health|FALSE
SH.XPD.PVTD.PC.CD|Domestic private health expenditure per capita (current US$)|Health|FALSE
SH.XPD.PVTD.PP.CD|Domestic private health expenditure per capita, PPP (current international $)|Health|FALSE
SH.STA.BFED.ZS|Exclusive breastfeeding (% of children under 6 months)|Health|FALSE
SH.XPD.EHEX.CH.ZS|External health expenditure (% of current health expenditure)|Health|FALSE
SH.XPD.EHEX.PC.CD|External health expenditure per capita (current US$)|Health|FALSE
SH.XPD.EHEX.PP.CD|External health expenditure per capita, PPP (current international $)|Health|FALSE
SH.STA.FGMS.ZS|Female genital mutilation prevalence (%)|Health|FALSE
SP.HOU.FEMA.ZS|Female headed households (% of households with a female head)|Health|FALSE
SP.DYN.TFRT.IN|Fertility rate, total (births per woman)|Health|TRUE
SH.MED.BEDS.ZS|Hospital beds (per 1,000 people)|Health|TRUE
SH.IMM.IDPT|Immunization, DPT (% of children ages 12-23 months)|Health|TRUE
SH.IMM.HEPB|Immunization, HepB3 (% of one-year-old children)|Health|FALSE
SH.IMM.MEAS|Immunization, measles (% of children ages 12-23 months)|Health|TRUE
SH.HIV.INCD.YG.P3|Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)|Health|FALSE
SH.HIV.INCD.ZS|Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)|Health|FALSE
SH.HIV.INCD.TL.P3|Incidence of HIV, all (per 1,000 uninfected population)|Health|FALSE
SH.MLR.INCD.P3|Incidence of malaria (per 1,000 population at risk)|Health|FALSE
SH.TBS.INCD|Incidence of tuberculosis (per 100,000 people)|Health|TRUE
SM.POP.TOTL.ZS|International migrant stock (% of population)|Health|FALSE
SM.POP.TOTL|International migrant stock, total|Health|TRUE
SP.DYN.LE00.FE.IN|Life expectancy at birth, female (years)|Health|TRUE
SP.DYN.LE00.MA.IN|Life expectancy at birth, male (years)|Health|TRUE
SP.DYN.LE00.IN|Life expectancy at birth, total (years)|Health|TRUE
SH.MMR.RISK.ZS|Lifetime risk of maternal death (%)|Health|FALSE
SH.MMR.RISK|Lifetime risk of maternal death (1 in: rate varies by country)|Health|FALSE
SH.STA.BRTW.ZS|Low-birthweight babies (% of births)|Health|FALSE
SH.STA.MMRT|Maternal mortality ratio (modeled estimate, per 100,000 live births)|Health|TRUE
SH.STA.MMRT.NE|Maternal mortality ratio (national estimate, per 100,000 live births)|Health|FALSE
SH.STA.TRAF.P5|Mortality caused by road traffic injury (per 100,000 population)|Health|TRUE
SH.DYN.NCOM.ZS|Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)|Health|FALSE
SH.DYN.NCOM.FE.ZS|Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)|Health|FALSE
SH.DYN.NCOM.MA.ZS|Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)|Health|FALSE
SH.STA.AIRP.P5|Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)|Health|FALSE
SH.STA.AIRP.FE.P5|Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)|Health|FALSE
SH.STA.AIRP.MA.P5|Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)|Health|FALSE
SH.STA.POIS.P5|Mortality rate attributed to unintentional poisoning (per 100,000 population)|Health|FALSE
SH.STA.POIS.P5.FE|Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)|Health|FALSE
SH.STA.POIS.P5.MA|Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)|Health|FALSE
SH.STA.WASH.P5|Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)|Health|FALSE
SP.DYN.AMRT.FE|Mortality rate, adult, female (per 1,000 female adults)|Health|FALSE
SP.DYN.AMRT.MA|Mortality rate, adult, male (per 1,000 male adults)|Health|FALSE
SP.DYN.IMRT.IN|Mortality rate, infant (per 1,000 live births)|Health|TRUE
SP.DYN.IMRT.FE.IN|Mortality rate, infant, female (per 1,000 live births)|Health|FALSE
SP.DYN.IMRT.MA.IN|Mortality rate, infant, male (per 1,000 live births)|Health|FALSE
SH.DYN.NMRT|Mortality rate, neonatal (per 1,000 live births)|Health|TRUE
SH.DYN.MORT|Mortality rate, under-5 (per 1,000 live births)|Health|TRUE
SH.DYN.MORT.FE|Mortality rate, under-5, female (per 1,000 live births)|Health|FALSE
SH.DYN.MORT.MA|Mortality rate, under-5, male (per 1,000 live births)|Health|FALSE
SM.POP.NETM|Net migration|Health|TRUE
SH.VAC.TTNS.ZS|Newborns protected against tetanus (%)|Health|FALSE
SH.DTH.IMRT|Number of infant deaths|Health|FALSE
SH.MMR.DTHS|Number of maternal deaths|Health|FALSE
SH.DTH.NMRT|Number of neonatal deaths|Health|FALSE
SH.SGR.PROC.P5|Number of surgical procedures (per 100,000 population)|Health|TRUE
SH.DTH.MORT|Number of under-five deaths|Health|FALSE
SH.MED.NUMW.P3|Nurses and midwives (per 1,000 people)|Health|FALSE
SH.XPD.OOPC.CH.ZS|Out-of-pocket expenditure (% of current health expenditure)|Health|FALSE
SH.XPD.OOPC.PC.CD|Out-of-pocket expenditure per capita (current US$)|Health|FALSE
SH.XPD.OOPC.PP.CD|Out-of-pocket expenditure per capita, PPP (current international $)|Health|FALSE
SH.STA.ODFC.ZS|People practicing open defecation (% of population)|Health|FALSE
SH.STA.ODFC.RU.ZS|People practicing open defecation, rural (% of rural population)|Health|FALSE
SH.STA.ODFC.UR.ZS|People practicing open defecation, urban (% of urban population)|Health|FALSE
SH.H2O.BASW.ZS|People using at least basic drinking water services (% of population)|Health|FALSE
SH.H2O.BASW.RU.ZS|People using at least basic drinking water services, rural (% of rural population)|Health|FALSE
SH.H2O.BASW.UR.ZS|People using at least basic drinking water services, urban (% of urban population)|Health|FALSE
SH.STA.BASS.ZS|People using at least basic sanitation services (% of population)|Health|FALSE
SH.STA.BASS.RU.ZS|People using at least basic sanitation services, rural (% of rural population)|Health|FALSE
SH.STA.BASS.UR.ZS|People using at least basic sanitation services, urban (% of urban population)|Health|FALSE
SH.H2O.SMDW.ZS|People using safely managed drinking water services (% of population)|Health|FALSE
SH.H2O.SMDW.RU.ZS|People using safely managed drinking water services, rural (% of rural population)|Health|FALSE
SH.H2O.SMDW.UR.ZS|People using safely managed drinking water services, urban (% of urban population)|Health|FALSE
SH.STA.SMSS.ZS|People using safely managed sanitation services (% of population)|Health|FALSE
SH.STA.SMSS.RU.ZS|People using safely managed sanitation services, rural (% of rural population)|Health|FALSE
SH.STA.SMSS.UR.ZS|People using safely managed sanitation services, urban (% of urban population)|Health|FALSE
SH.STA.HYGN.ZS|People with basic handwashing facilities including soap and water (% of population)|Health|FALSE
SH.STA.HYGN.RU.ZS|People with basic handwashing facilities including soap and water, rural (% of rural population)|Health|FALSE
SH.STA.HYGN.UR.ZS|People with basic handwashing facilities including soap and water, urban (% of urban population)|Health|FALSE
SH.MED.PHYS.ZS|Physicians (per 1,000 people)|Health|FALSE
SP.POP.0014.TO.ZS|Population ages 0-14 (% of total population)|Health|TRUE
SP.POP.0014.FE.IN|Population ages 0-14, female|Health|FALSE
SP.POP.0014.FE.ZS|Population ages 0-14, female (% of female population)|Health|FALSE
SP.POP.0014.MA.IN|Population ages 0-14, male|Health|FALSE
SP.POP.0014.MA.ZS|Population ages 0-14, male (% of male population)|Health|FALSE
SP.POP.0014.TO|Population ages 0-14, total|Health|FALSE
SP.POP.0004.FE.5Y|Population ages 00-04, female (% of female population)|Health|FALSE
SP.POP.0004.MA.5Y|Population ages 00-04, male (% of male population)|Health|FALSE
SP.POP.0509.FE.5Y|Population ages 05-09, female (% of female population)|Health|FALSE
SP.POP.0509.MA.5Y|Population ages 05-09, male (% of male population)|Health|FALSE
SP.POP.1014.FE.5Y|Population ages 10-14, female (% of female population)|Health|FALSE
SP.POP.1014.MA.5Y|Population ages 10-14, male (% of male population)|Health|FALSE
SP.POP.1519.FE.5Y|Population ages 15-19, female (% of female population)|Health|FALSE
SP.POP.1519.MA.5Y|Population ages 15-19, male (% of male population)|Health|FALSE
SP.POP.1564.TO.ZS|Population ages 15-64 (% of total population)|Health|TRUE
SP.POP.1564.FE.IN|Population ages 15-64, female|Health|FALSE
SP.POP.1564.FE.ZS|Population ages 15-64, female (% of female population)|Health|FALSE
SP.POP.1564.MA.IN|Population ages 15-64, male|Health|FALSE
SP.POP.1564.MA.ZS|Population ages 15-64, male (% of male population)|Health|FALSE
SP.POP.1564.TO|Population ages 15-64, total|Health|FALSE
SP.POP.2024.FE.5Y|Population ages 20-24, female (% of female population)|Health|FALSE
SP.POP.2024.MA.5Y|Population ages 20-24, male (% of male population)|Health|FALSE
SP.POP.2529.FE.5Y|Population ages 25-29, female (% of female population)|Health|FALSE
SP.POP.2529.MA.5Y|Population ages 25-29, male (% of male population)|Health|FALSE
SP.POP.3034.FE.5Y|Population ages 30-34, female (% of female population)|Health|FALSE
SP.POP.3034.MA.5Y|Population ages 30-34, male (% of male population)|Health|FALSE
SP.POP.3539.FE.5Y|Population ages 35-39, female (% of female population)|Health|FALSE
SP.POP.3539.MA.5Y|Population ages 35-39, male (% of male population)|Health|FALSE
SP.POP.4044.FE.5Y|Population ages 40-44, female (% of female population)|Health|FALSE
SP.POP.4044.MA.5Y|Population ages 40-44, male (% of male population)|Health|FALSE
SP.POP.4549.FE.5Y|Population ages 45-49, female (% of female population)|Health|FALSE
SP.POP.4549.MA.5Y|Population ages 45-49, male (% of male population)|Health|FALSE
SP.POP.5054.FE.5Y|Population ages 50-54, female (% of female population)|Health|FALSE
SP.POP.5054.MA.5Y|Population ages 50-54, male (% of male population)|Health|FALSE
SP.POP.5559.FE.5Y|Population ages 55-59, female (% of female population)|Health|FALSE
SP.POP.5559.MA.5Y|Population ages 55-59, male (% of male population)|Health|FALSE
SP.POP.6064.FE.5Y|Population ages 60-64, female (% of female population)|Health|FALSE
SP.POP.6064.MA.5Y|Population ages 60-64, male (% of male population)|Health|FALSE
SP.POP.65UP.TO.ZS|Population ages 65 and above (% of total population)|Health|TRUE
SP.POP.65UP.FE.IN|Population ages 65 and above, female|Health|FALSE
SP.POP.65UP.FE.ZS|Population ages 65 and above, female (% of female population)|Health|FALSE
SP.POP.65UP.MA.IN|Population ages 65 and above, male|Health|FALSE
SP.POP.65UP.MA.ZS|Population ages 65 and above, male (% of male population)|Health|FALSE
SP.POP.65UP.TO|Population ages 65 and above, total|Health|FALSE
SP.POP.6569.FE.5Y|Population ages 65-69, female (% of female population)|Health|FALSE
SP.POP.6569.MA.5Y|Population ages 65-69, male (% of male population)|Health|FALSE
SP.POP.7074.FE.5Y|Population ages 70-74, female (% of female population)|Health|FALSE
SP.POP.7074.MA.5Y|Population ages 70-74, male (% of male population)|Health|FALSE
SP.POP.7579.FE.5Y|Population ages 75-79, female (% of female population)|Health|FALSE
SP.POP.7579.MA.5Y|Population ages 75-79, male (% of male population)|Health|FALSE
SP.POP.80UP.FE.5Y|Population ages 80 and above, female (% of female population)|Health|FALSE
SP.POP.80UP.MA.5Y|Population ages 80 and above, male (% of male population)|Health|FALSE
SP.POP.GROW|Population growth (annual %)|Health|TRUE
SP.POP.TOTL.FE.IN|Population, female|Health|FALSE
SP.POP.TOTL.FE.ZS|Population, female (% of total population)|Health|TRUE
SP.POP.TOTL.MA.IN|Population, male|Health|FALSE
SP.POP.TOTL.MA.ZS|Population, male (% of total population)|Health|FALSE
SP.POP.TOTL|Population, total|Health|TRUE
SH.STA.ANVC.ZS|Pregnant women receiving prenatal care (%)|Health|TRUE
SH.HIV.1524.FE.ZS|Prevalence of HIV, female (% ages 15-24)|Health|TRUE
SH.HIV.1524.MA.ZS|Prevalence of HIV, male (% ages 15-24)|Health|TRUE
SH.DYN.AIDS.ZS|Prevalence of HIV, total (% of population ages 15-49)|Health|TRUE
SH.ANM.CHLD.ZS|Prevalence of anemia among children (% of children ages 6-59 months)|Health|TRUE
SH.ANM.NPRG.ZS|Prevalence of anemia among non-pregnant women (% of women ages 15-49)|Health|FALSE
SH.PRG.ANEM|Prevalence of anemia among pregnant women (%)|Health|FALSE
SH.ANM.ALLW.ZS|Prevalence of anemia among women of reproductive age (% of women ages 15-49)|Health|FALSE
SH.PRV.SMOK|Prevalence of current tobacco use (% of adults)|Health|FALSE
SH.PRV.SMOK.FE|Prevalence of current tobacco use, females (% of female adults)|Health|FALSE
SH.PRV.SMOK.MA|Prevalence of current tobacco use, males (% of male adults)|Health|FALSE
SN.ITK.MSFI.ZS|Prevalence of moderate or severe food insecurity in the population (%)|Health|FALSE
SH.STA.OWGH.ME.ZS|Prevalence of overweight (modeled estimate, % of children under 5)|Health|FALSE
SH.STA.OWGH.ZS|Prevalence of overweight, weight for height (% of children under 5)|Health|TRUE
SH.STA.OWGH.FE.ZS|Prevalence of overweight, weight for height, female (% of children under 5)|Health|FALSE
SH.STA.OWGH.MA.ZS|Prevalence of overweight, weight for height, male (% of children under 5)|Health|FALSE
SN.ITK.SVFI.ZS|Prevalence of severe food insecurity in the population (%)|Health|FALSE
SH.SVR.WAST.ZS|Prevalence of severe wasting, weight for height (% of children under 5)|Health|TRUE
SH.SVR.WAST.FE.ZS|Prevalence of severe wasting, weight for height, female (% of children under 5)|Health|FALSE
SH.SVR.WAST.MA.ZS|Prevalence of severe wasting, weight for height, male (% of children under 5)|Health|FALSE
SH.STA.STNT.ZS|Prevalence of stunting, height for age (% of children under 5)|Health|TRUE
SH.STA.STNT.ME.ZS|Prevalence of stunting, height for age (modeled estimate, % of children under 5)|Health|FALSE
SH.STA.STNT.FE.ZS|Prevalence of stunting, height for age, female (% of children under 5)|Health|FALSE
SH.STA.STNT.MA.ZS|Prevalence of stunting, height for age, male (% of children under 5)|Health|FALSE
SN.ITK.DEFC.ZS|Prevalence of undernourishment (% of population)|Health|TRUE
SH.STA.MALN.ZS|Prevalence of underweight, weight for age (% of children under 5)|Health|TRUE
SH.STA.MALN.FE.ZS|Prevalence of underweight, weight for age, female (% of children under 5)|Health|FALSE
SH.STA.MALN.MA.ZS|Prevalence of underweight, weight for age, male (% of children under 5)|Health|FALSE
SH.STA.WAST.ZS|Prevalence of wasting, weight for height (% of children under 5)|Health|TRUE
SH.STA.WAST.FE.ZS|Prevalence of wasting, weight for height, female (% of children under 5)|Health|FALSE
SH.STA.WAST.MA.ZS|Prevalence of wasting, weight for height, male (% of children under 5)|Health|FALSE
SH.UHC.NOP1.ZS|Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)|Health|FALSE
SH.UHC.NOP2.ZS|Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)|Health|FALSE
SH.UHC.NOPR.ZS|Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%)|Health|FALSE
SH.UHC.FBP1.ZS|Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)|Health|FALSE
SH.UHC.FBP2.ZS|Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)|Health|FALSE
SH.UHC.FBPR.ZS|Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%)|Health|FALSE
SH.UHC.TOT1.ZS|Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)|Health|FALSE
SH.UHC.TOT2.ZS|Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)|Health|FALSE
SH.UHC.TOTR.ZS|Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%)|Health|FALSE
SH.UHC.OOPC.10.ZS|Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%)|Health|FALSE
SH.UHC.OOPC.25.ZS|Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%)|Health|FALSE
SG.VAW.1549.ZS|Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49)|Health|FALSE
SM.POP.REFG|Refugee population by country or territory of asylum|Health|TRUE
SM.POP.REFG.OR|Refugee population by country or territory of origin|Health|TRUE
SH.SGR.CRSK.ZS|Risk of catastrophic expenditure for surgical care (% of people at risk)|Health|TRUE
SH.SGR.IRSK.ZS|Risk of impoverishing expenditure for surgical care (% of people at risk)|Health|TRUE
SP.POP.BRTH.MF|Sex ratio at birth (male births per female births)|Health|FALSE
SH.MED.SAOP.P5|Specialist surgical workforce (per 100,000 population)|Health|TRUE
SH.STA.SUIC.P5|Suicide mortality rate (per 100,000 population)|Health|FALSE
SH.STA.SUIC.FE.P5|Suicide mortality rate, female (per 100,000 female population)|Health|FALSE
SH.STA.SUIC.MA.P5|Suicide mortality rate, male (per 100,000 male population)|Health|FALSE
SP.DYN.TO65.FE.ZS|Survival to age 65, female (% of cohort)|Health|FALSE
SP.DYN.TO65.MA.ZS|Survival to age 65, male (% of cohort)|Health|FALSE
SP.MTR.1519.ZS|Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)|Health|TRUE
SH.ALC.PCAP.LI|Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)|Health|FALSE
SH.ALC.PCAP.FE.LI|Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)|Health|FALSE
SH.ALC.PCAP.MA.LI|Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)|Health|FALSE
SH.TBS.DTEC.ZS|Tuberculosis case detection rate (%, all forms)|Health|FALSE
SH.TBS.CURE.ZS|Tuberculosis treatment success rate (% of new cases)|Health|FALSE
SH.UHC.SRVS.CV.XD|UHC service coverage index|Health|FALSE
SP.UWT.TFRT|Unmet need for contraception (% of married women ages 15-49)|Health|TRUE
SH.MLR.NETS.ZS|Use of insecticide-treated bed nets (% of under-5 population)|Health|FALSE
SN.ITK.VITA.ZS|Vitamin A supplementation coverage rate (% of children ages 6-59 months)|Health|FALSE
SP.DYN.WFRT|Wanted fertility rate (births per woman)|Health|FALSE
SG.VAW.REAS.ZS|Women who believe a husband is justified in beating his wife (any of five reasons) (%)|Health|FALSE
SG.VAW.ARGU.ZS|Women who believe a husband is justified in beating his wife when she argues with him (%)|Health|FALSE
SG.VAW.BURN.ZS|Women who believe a husband is justified in beating his wife when she burns the food (%)|Health|FALSE
SG.VAW.GOES.ZS|Women who believe a husband is justified in beating his wife when she goes out without telling him (%)|Health|FALSE
SG.VAW.NEGL.ZS|Women who believe a husband is justified in beating his wife when she neglects the children (%)|Health|FALSE
SG.VAW.REFU.ZS|Women who believe a husband is justified in beating his wife when she refuses sex with him (%)|Health|FALSE
SP.M15.2024.FE.ZS|Women who were first married by age 15 (% of women ages 20-24)|Health|FALSE
SP.M18.2024.FE.ZS|Women who were first married by age 18 (% of women ages 20-24)|Health|FALSE
SH.DYN.AIDS.FE.ZS|Women's share of population ages 15+ living with HIV (%)|Health|FALSE
SH.HIV.INCD.YG|Young people (ages 15-24) newly infected with HIV|Health|FALSE
IS.AIR.GOOD.MT.K1|Air transport, freight (million ton-km)|Infrastructure|FALSE
IS.AIR.PSGR|Air transport, passengers carried|Infrastructure|FALSE
IS.AIR.DPRT|Air transport, registered carrier departures worldwide|Infrastructure|TRUE
ER.H2O.FWAG.ZS|Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)|Infrastructure|FALSE
ER.H2O.FWDM.ZS|Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)|Infrastructure|FALSE
ER.H2O.FWIN.ZS|Annual freshwater withdrawals, industry (% of total freshwater withdrawal)|Infrastructure|FALSE
ER.H2O.FWTL.ZS|Annual freshwater withdrawals, total (% of internal resources)|Infrastructure|TRUE
ER.H2O.FWTL.K3|Annual freshwater withdrawals, total (billion cubic meters)|Infrastructure|TRUE
IS.SHP.GOOD.TU|Container port traffic (TEU: 20 foot equivalent units)|Infrastructure|TRUE
EG.USE.ELEC.KH.PC|Electric power consumption (kWh per capita)|Infrastructure|TRUE
EG.ELC.LOSS.ZS|Electric power transmission and distribution losses (% of output)|Infrastructure|FALSE
EG.ELC.COAL.ZS|Electricity production from coal sources (% of total)|Infrastructure|FALSE
EG.ELC.HYRO.ZS|Electricity production from hydroelectric sources (% of total)|Infrastructure|FALSE
EG.ELC.NGAS.ZS|Electricity production from natural gas sources (% of total)|Infrastructure|FALSE
EG.ELC.NUCL.ZS|Electricity production from nuclear sources (% of total)|Infrastructure|FALSE
EG.ELC.PETR.ZS|Electricity production from oil sources (% of total)|Infrastructure|FALSE
IT.NET.BBND|Fixed broadband subscriptions|Infrastructure|FALSE
IT.NET.BBND.P2|Fixed broadband subscriptions (per 100 people)|Infrastructure|TRUE
IT.MLT.MAIN|Fixed telephone subscriptions|Infrastructure|FALSE
IT.MLT.MAIN.P2|Fixed telephone subscriptions (per 100 people)|Infrastructure|TRUE
TX.VAL.ICTG.ZS.UN|ICT goods exports (% of total goods exports)|Infrastructure|FALSE
TM.VAL.ICTG.ZS.UN|ICT goods imports (% total goods imports)|Infrastructure|FALSE
BX.GSR.CCIS.ZS|ICT service exports (% of service exports, BoP)|Infrastructure|FALSE
BX.GSR.CCIS.CD|ICT service exports (BoP, current US$)|Infrastructure|FALSE
IT.NET.USER.ZS|Individuals using the Internet (% of population)|Infrastructure|FALSE
IT.NET.USER.FE.ZS|Individuals using the Internet, female (% of female population)|Infrastructure|FALSE
IT.NET.USER.MA.ZS|Individuals using the Internet, male (% of male population)|Infrastructure|FALSE
IP.IDS.NRCT|Industrial design applications, nonresident, by count|Infrastructure|FALSE
IP.IDS.RSCT|Industrial design applications, resident, by count|Infrastructure|FALSE
IE.PPI.ICTI.CD|Investment in ICT with private participation (current US$)|Infrastructure|FALSE
IE.PPI.ENGY.CD|Investment in energy with private participation (current US$)|Infrastructure|TRUE
IE.PPI.TRAN.CD|Investment in transport with private participation (current US$)|Infrastructure|TRUE
IE.PPI.WATR.CD|Investment in water and sanitation with private participation (current US$)|Infrastructure|TRUE
IS.SHP.GCNW.XQ|Liner shipping connectivity index (maximum value in 2004 = 100)|Infrastructure|FALSE
IT.CEL.SETS|Mobile cellular subscriptions|Infrastructure|FALSE
IT.CEL.SETS.P2|Mobile cellular subscriptions (per 100 people)|Infrastructure|TRUE
IE.PPN.ICTI.CD|Public private partnerships investment in ICT (current US$)|Infrastructure|TRUE
IE.PPN.ENGY.CD|Public private partnerships investment in energy (current US$)|Infrastructure|FALSE
IE.PPN.TRAN.CD|Public private partnerships investment in transport (current US$)|Infrastructure|FALSE
IE.PPN.WATR.CD|Public private partnerships investment in water and sanitation (current US$)|Infrastructure|FALSE
IS.RRS.TOTL.KM|Rail lines (total route-km)|Infrastructure|TRUE
IS.RRS.GOOD.MT.K6|Railways, goods transported (million ton-km)|Infrastructure|FALSE
IS.RRS.PASG.KM|Railways, passengers carried (million passenger-km)|Infrastructure|FALSE
ER.H2O.INTR.PC|Renewable internal freshwater resources per capita (cubic meters)|Infrastructure|TRUE
ER.H2O.INTR.K3|Renewable internal freshwater resources, total (billion cubic meters)|Infrastructure|TRUE
IT.NET.SECR|Secure Internet servers|Infrastructure|FALSE
IT.NET.SECR.P6|Secure Internet servers (per 1 million people)|Infrastructure|TRUE
IP.TMK.NRCT|Trademark applications, nonresident, by count|Infrastructure|FALSE
IP.TMK.RSCT|Trademark applications, resident, by count|Infrastructure|FALSE
SI.SPR.PC40.ZG|Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)|Poverty|TRUE
SI.SPR.PCAP.ZG|Annualized average growth rate in per capita real survey mean consumption or income, total population (%)|Poverty|TRUE
SI.POV.GINI|Gini index|Poverty|TRUE
SI.DST.04TH.20|Income share held by fourth 20%|Poverty|TRUE
SI.DST.10TH.10|Income share held by highest 10%|Poverty|TRUE
SI.DST.05TH.20|Income share held by highest 20%|Poverty|TRUE
SI.DST.FRST.10|Income share held by lowest 10%|Poverty|TRUE
SI.DST.FRST.20|Income share held by lowest 20%|Poverty|TRUE
SI.DST.02ND.20|Income share held by second 20%|Poverty|TRUE
SI.DST.03RD.20|Income share held by third 20%|Poverty|TRUE
EN.POP.SLUM.UR.ZS|Population living in slums (% of urban population)|Poverty|TRUE
SI.POV.GAPS|Poverty gap at $2.15 a day (2017 PPP) (%)|Poverty|TRUE
SI.POV.LMIC.GP|Poverty gap at $3.65 a day (2017 PPP) (%)|Poverty|FALSE
SI.POV.UMIC.GP|Poverty gap at $6.85 a day (2017 PPP) (%)|Poverty|FALSE
SI.POV.DDAY|Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)|Poverty|TRUE
SI.POV.LMIC|Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)|Poverty|FALSE
SI.POV.UMIC|Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)|Poverty|FALSE
SI.POV.NAHC|Poverty headcount ratio at national poverty lines (% of population)|Poverty|TRUE
SI.DST.50MD|Proportion of people living below 50 percent of median income (%)|Poverty|FALSE
SI.SPR.PC40|Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)|Poverty|TRUE
SI.SPR.PCAP|Survey mean consumption or income per capita, total population (2017 PPP $ per day)|Poverty|TRUE
TX.VAL.AGRI.ZS.UN|Agricultural raw materials exports (% of merchandise exports)|Private Sector|FALSE
TM.VAL.AGRI.ZS.UN|Agricultural raw materials imports (% of merchandise imports)|Private Sector|FALSE
IC.CUS.DURS.EX|Average time to clear exports through customs (days)|Private Sector|FALSE
TM.TAX.MRCH.BC.ZS|Binding coverage, all products (%)|Private Sector|FALSE
TM.TAX.MANF.BC.ZS|Binding coverage, manufactured products (%)|Private Sector|FALSE
TM.TAX.TCOM.BC.ZS|Binding coverage, primary products (%)|Private Sector|FALSE
TM.TAX.MRCH.BR.ZS|Bound rate, simple mean, all products (%)|Private Sector|FALSE
